ID,Age,Gender,Ethnicity,parent edu,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1203,18,male,CaucAsian,bachelor,11.51002037,19,yes,1,0,0,0,0,1.201444582,4
1204,16,male,African American, school,8.468776098,8,yes,2,1,1,1,1,2.901185607,2
1205,15,female,CaucAsian,bachelor,10.29855018,7,no,2,1,0,0,0,2.676827394,2
1206,16,male,African American, school,3.413548706,10,no,2,1,0,0,0,2.297639913,3
1207,15,female,CaucAsian,none,13.25812505,15,no,2,0,0,0,0,1.451441021,4
1208,16,male,African American,bachelor,17.05077482,6,no,3,0,1,0,0,2.981786874,2
1209,15,male,CaucAsian,bachelor,5.158790136,14,yes,0,0,0,1,1,1.415221491,4
1210,15,female,African American,bachelor,9.830284517,23,no,1,1,0,0,0,0.928539344,4
1211,15,male,CaucAsian,none,19.51054658,28,no,2,0,0,0,1,0.984031783,4
1212,18,female,CaucAsian,bachelor,6.664834811,20,yes,2,1,0,0,1,1.382935705,4
1213,16,female,CaucAsian,bachelor,11.9009269,19,yes,2,0,1,0,0,1.863899822,4
1214,16,male,CaucAsian,bachelor,1.803914004,22,no,3,1,1,0,0,1.228428847,4
1215,16,female,Asian,bachelor,12.12030005,16,no,3,1,0,1,0,2.137393265,3
1216,15,female,CaucAsian,high school,1.792635466,5,no,1,1,0,1,0,2.434532444,3
1217,16,male,others,bachelor,19.18470871,14,no,3,0,0,0,0,2.256488312,3
1218,16,female,others,high school,14.31325304,7,no,2,0,1,0,0,2.689155112,2
1219,15,male,African American, school,15.76319576,6,yes,1,0,0,0,0,3.131235885,1
1220,17,male,CaucAsian,bachelor,14.08208722,1,yes,4,0,1,0,0,3.770283973,0
1221,15,male,CaucAsian,high school,11.79458072,29,no,3,0,1,0,0,0.799591198,4
1222,16,male,Asian,higher,8.998255622,12,no,4,1,1,0,0,2.964668231,2
1223,15,female,CaucAsian,bachelor,17.1674676,29,no,1,0,1,0,0,0.702760319,4
1224,17,male,CaucAsian,none,19.13671335,22,no,1,1,0,1,0,1.193617771,4
1225,15,male,African American,bachelor,9.980723458,28,no,2,0,1,0,0,0.299951906,4
1226,16,female,Asian,high school,18.63070098,5,no,3,0,1,0,0,3.299578873,1
1227,17,male,Asian, school,11.6666582,28,no,1,0,0,0,0,0.212367095,4
1228,18,male,CaucAsian, school,10.76768374,4,no,3,1,1,1,0,3.526125038,0
1229,16,female,African American,higher,9.089654659,19,no,2,0,1,0,0,1.611737954,4
1230,17,female,CaucAsian,bachelor,4.185755231,0,no,2,1,1,0,0,3.343050864,1
1231,17,female,CaucAsian,bachelor,0.074393216,28,no,3,0,0,0,0,0.026468661,4
1232,18,female,Asian,bachelor,4.830124537,17,no,3,1,0,0,0,1.63640311,4
1233,15,female,CaucAsian,high school,10.19446343,14,no,0,0,0,0,0,1.709701378,4
1234,15,female,CaucAsian,bachelor,7.599199045,22,no,4,0,1,1,0,1.485111828,4
1235,16,female,CaucAsian,bachelor,8.96970456,9,no,2,1,1,0,0,2.999409147,2
1236,18,male,Asian,none,19.61296439,2,yes,0,1,0,0,0,3.51541583,0
1237,15,female,Asian,bachelor,7.005447413,4,no,3,0,0,0,0,2.918139128,2
1238,18,female,African American, school,9.043658787,23,no,4,1,1,0,0,1.362233599,4
1239,15,female,Asian, school,2.670311027,28,no,3,0,0,0,0,0.20506796,4
1240,17,male,CaucAsian,none,0.959154649,12,no,3,1,0,1,0,2.233239466,3
1241,15,male,CaucAsian,none,15.50819029,7,yes,3,0,1,0,0,3.159302938,1
1242,18,female,CaucAsian,high school,11.4136635,21,yes,4,0,0,1,0,1.994611703,4
1243,17,female,CaucAsian, school,15.21409612,20,no,0,0,0,0,1,0.999088544,4
1244,17,female,CaucAsian,high school,2.997255978,28,no,3,1,1,0,0,0.521955726,4
1245,17,male,others,bachelor,11.43657542,1,no,3,1,0,0,0,3.463687549,1
1246,18,male,CaucAsian,high school,5.072849487,8,no,0,0,1,0,0,1.987964727,4
1247,16,female,CaucAsian,bachelor,4.561236338,16,no,2,1,0,0,1,1.681904804,4
1248,16,male,CaucAsian,high school,0.230520281,26,no,2,0,0,0,0,0.112635059,4
1249,16,female,CaucAsian,bachelor,2.606814471,17,no,3,1,0,0,1,1.907983914,4
1250,18,male,others,high school,6.18536223,12,no,0,0,0,0,0,1.197933331,4
1251,17,male,CaucAsian,bachelor,2.337575212,0,yes,3,0,0,0,0,3.215272685,1
1252,16,female,CaucAsian,high school,19.71716881,11,no,1,0,0,0,0,2.190269259,3
1253,18,female,Asian,bachelor,6.17265297,19,no,2,0,0,1,0,1.150966131,4
1254,16,female,CaucAsian, school,2.606478934,19,no,3,0,0,0,1,0.690151345,4
1255,15,female,CaucAsian,high school,3.981646257,20,no,2,1,0,0,0,1.519955292,4
1256,16,male,CaucAsian, school,11.75406457,4,yes,2,0,0,0,0,3.16898861,1
1257,16,male,African American,bachelor,1.280870477,7,no,0,1,0,0,0,1.808164559,4
1258,17,male,others,high school,17.2486826,26,yes,3,1,0,0,0,1.11587873,4
1259,18,female,Asian,bachelor,19.22999358,14,no,4,0,0,0,0,2.00330798,3
1260,17,male,CaucAsian,high school,4.934948413,26,yes,4,0,0,0,0,0.889714915,4
1261,17,female,Asian,bachelor,9.001905372,2,yes,3,1,1,0,0,3.984673603,0
1262,17,male,CaucAsian,bachelor,0.442689021,5,no,1,1,0,0,0,2.325434065,3
1263,17,female,CaucAsian,high school,12.81420449,27,no,1,1,0,1,0,0.613316332,4
1264,17,female,CaucAsian,bachelor,8.278521161,12,yes,1,1,1,1,0,2.712229743,2
1265,16,male,CaucAsian, school,5.401169322,11,no,2,0,0,1,0,2.096616211,3
1266,17,female,African American, school,4.136742212,18,no,1,1,0,0,0,1.18306385,4
1267,17,female,African American,bachelor,13.08046155,28,no,1,0,0,1,0,0.560174606,4
1268,18,male,others,higher,8.324340621,17,no,3,0,0,0,0,1.167425413,4
1269,15,female,African American,bachelor,3.593185781,23,no,2,1,0,0,1,0.923181562,4
1270,16,female,African American,high school,13.78218163,0,no,3,1,0,0,0,3.841286249,0
1271,16,female,CaucAsian, school,11.30144566,24,no,4,1,1,0,0,1.212880751,4
1272,16,male,CaucAsian,bachelor,17.1734411,26,no,3,0,0,1,0,0.96214922,4
1273,17,male,African American,bachelor,2.349517978,6,yes,3,1,0,0,0,2.502009134,2
1274,17,female,CaucAsian,bachelor,15.71333204,11,no,3,1,0,0,0,2.456223794,3
1275,17,male,Asian, school,13.47033574,9,yes,2,1,0,0,0,2.646556961,2
1276,18,female,CaucAsian, school,2.300218737,28,yes,0,0,0,0,0,0.381768495,4
1277,15,female,CaucAsian,bachelor,13.8964146,11,yes,0,1,1,0,0,2.396139095,3
1278,17,female,CaucAsian,high school,8.830945778,10,yes,1,0,1,1,0,2.595648863,2
1279,15,female,CaucAsian,bachelor,18.89969571,3,yes,3,1,1,0,0,4,0
1280,18,female,CaucAsian,bachelor,2.832227012,18,yes,4,1,0,0,0,1.419522635,4
1281,16,male,Asian,high school,12.85666782,5,no,4,1,1,0,0,3.432684708,1
1282,17,female,CaucAsian,bachelor,7.639600909,24,no,0,0,0,0,1,0.129306752,4
1283,15,male,African American,bachelor,19.13629341,8,yes,4,0,0,0,0,2.928948238,2
1284,15,male,CaucAsian,high school,6.599497906,19,no,2,0,0,0,0,0.947133463,4
1285,17,female,CaucAsian,high school,19.24371819,9,yes,3,0,1,0,0,2.999544104,2
1286,16,female,CaucAsian,high school,18.02971702,4,yes,1,1,0,0,0,3.055386295,1
1287,16,male,Asian, school,5.407664706,26,no,0,0,0,0,0,0,4
1288,16,male,CaucAsian,high school,16.07083554,12,yes,2,0,1,0,1,2.745858798,2
1289,18,male,Asian,high school,19.91208404,8,no,3,1,0,1,1,3.214628426,1
1290,15,female,CaucAsian,bachelor,5.053260043,1,no,1,0,0,1,0,3.415413324,1
1291,15,male,Asian,high school,8.735543386,17,no,1,1,0,0,1,1.469389272,4
1292,15,female,CaucAsian,none,10.40361473,20,no,4,0,0,0,0,1.552112938,4
1293,18,female,African American,high school,5.898622716,0,no,4,0,0,0,0,3.548459826,0
1294,15,female,African American,bachelor,0.305296793,23,no,0,1,0,0,0,0.192625112,4
1295,18,male,others,bachelor,4.402584884,20,no,3,0,0,0,0,1.34899742,4
1296,16,female,CaucAsian,high school,5.638737687,11,yes,2,0,1,0,0,2.143105069,3
1297,17,female,CaucAsian,bachelor,8.871994026,9,no,2,0,1,0,1,2.471386533,3
1298,15,female,CaucAsian,higher,3.422049568,1,no,2,0,1,0,0,3.205425334,1
1299,15,female,Asian,high school,17.46508713,27,no,2,1,0,0,0,0.454114438,4
1300,16,female,African American,high school,14.09822265,8,yes,2,1,0,0,0,2.809833207,2
1301,17,male,Asian,high school,1.704009551,1,yes,2,0,0,0,0,2.997505608,2
1302,18,female,CaucAsian,bachelor,13.00184902,22,no,2,1,1,0,1,1.176189034,4
1303,17,female,CaucAsian,bachelor,13.07312953,23,no,3,1,1,1,0,1.668924546,4
1304,16,male,CaucAsian,high school,19.12442347,29,yes,3,1,1,0,0,1.623004075,4
1305,16,female,others,bachelor,0.060417427,21,no,2,0,0,0,1,0.517793128,4
1306,17,male,African American,none,4.958648996,13,no,1,1,0,0,0,1.946100698,4
1307,18,female,others,bachelor,18.55582959,10,no,3,0,1,0,0,2.815003048,2
1308,18,male,CaucAsian,bachelor,18.64267831,22,no,3,1,0,0,0,1.248182567,4
1309,15,male,African American,high school,14.41172839,10,yes,3,1,0,0,0,2.759014343,2
1310,18,female,African American,bachelor,15.31526642,16,no,2,0,1,0,0,1.921294208,4
1311,17,female,CaucAsian,high school,1.829659159,3,no,1,0,0,0,0,2.732290676,2
1312,16,female,Asian,bachelor,10.2775167,12,no,3,0,0,0,0,2.228608619,3
1313,15,male,others,none,4.631659826,6,yes,2,0,0,1,0,2.611688473,2
1314,15,male,Asian, school,3.624360872,15,yes,4,0,0,1,0,2.197776727,3
1315,16,male,Asian,high school,16.20606598,0,yes,3,1,0,0,0,3.335506793,1
1316,18,female,CaucAsian, school,2.700762734,12,no,1,0,0,0,0,1.721597963,4
1317,16,male,CaucAsian,high school,9.37303274,0,no,2,0,1,1,1,3.287973198,1
1318,18,male,others,bachelor,18.77156479,10,yes,3,0,0,0,0,2.561964557,2
1319,16,female,CaucAsian,high school,3.716641111,5,no,2,0,0,0,0,2.358571866,3
1320,17,male,Asian, school,19.55986847,19,yes,2,0,0,0,0,1.497673654,4
1321,18,male,Asian,high school,19.88575972,2,no,3,1,0,0,0,3.517237129,0
1322,17,female,African American,high school,11.11234309,11,no,3,0,0,0,0,2.40408982,3
1323,15,male,others,bachelor,3.402854804,4,no,1,1,1,1,1,2.517228982,2
1324,16,female,CaucAsian,none,6.322097759,8,yes,2,0,0,0,0,2.435244282,3
1325,15,female,CaucAsian,high school,8.489856654,25,yes,4,1,0,0,0,1.283227506,4
1326,15,female,CaucAsian, school,6.186484487,25,no,4,0,1,0,0,1.099434304,4
1327,15,female,CaucAsian,higher,5.612711598,11,no,3,1,0,0,0,2.191196795,3
1328,15,female,CaucAsian,high school,19.44459418,29,yes,4,1,0,1,0,1.584478764,4
1329,16,male,CaucAsian, school,3.067296548,29,no,2,1,0,0,0,0.475730833,4
1330,15,male,Asian,bachelor,14.66655817,27,yes,2,1,0,0,0,1.207268546,4
1331,16,female,others,high school,0.008205789,26,no,2,1,0,0,0,0.264924163,4
1332,16,female,CaucAsian,bachelor,11.92365339,9,no,1,1,0,0,0,2.70665962,2
1333,17,male,CaucAsian,bachelor,18.31886008,18,no,2,1,0,0,0,1.530427889,4
1334,18,female,others,higher,5.758681882,4,no,2,1,1,0,1,3.127452528,1
1335,18,female,CaucAsian,high school,3.710519505,25,no,3,1,0,0,0,1.003614146,4
1336,16,female,CaucAsian,bachelor,13.0335959,4,no,3,0,0,0,1,3.369218605,1
1337,17,male,CaucAsian,none,14.25202815,8,no,3,0,0,0,0,2.791386108,2
1338,16,male,African American,high school,13.76061038,26,no,2,1,0,0,0,0.673525946,4
1339,16,female,CaucAsian,none,6.3863376,27,no,1,0,0,0,0,0.337554141,4
1340,16,female,others,higher,5.044048043,25,yes,2,1,0,0,0,0.886889416,4
1341,17,male,CaucAsian, school,19.118376,26,no,3,0,1,1,0,1.506662773,4
1342,18,male,African American,bachelor,18.46599017,19,no,1,0,1,1,0,1.705199389,4
1343,17,female,CaucAsian,bachelor,9.146332198,16,no,2,1,0,0,1,1.972791414,4
1344,15,female,CaucAsian,high school,16.92387732,9,no,2,0,1,0,0,2.626082829,2
1345,17,male,African American,high school,9.046469553,20,yes,3,0,0,0,0,1.671968653,4
1346,17,male,Asian,high school,8.487780361,0,no,3,0,0,0,0,3.093760925,1
1347,17,male,Asian,high school,3.135258952,21,yes,3,0,1,0,1,1.64337376,4
1348,17,female,African American,bachelor,8.52812113,27,no,2,1,1,0,0,0.339206699,4
1349,18,male,others,bachelor,10.74833877,15,no,2,0,0,1,1,1.926359068,4
1350,15,female,Asian,none,0.450086549,25,no,1,1,0,0,0,0.449906208,4
1351,18,male,Asian,none,8.882260104,25,yes,1,0,0,0,0,0.709570839,4
1352,18,male,CaucAsian,high school,15.62712437,14,yes,1,1,0,0,1,1.748279682,4
1353,17,male,CaucAsian,bachelor,13.60092113,22,no,1,0,1,0,0,0.972168258,4
1354,16,male,CaucAsian, school,12.70313978,16,yes,1,0,0,0,1,1.934935784,4
1355,16,female,African American,bachelor,18.19110857,25,no,1,0,0,1,0,0.690347884,4
1356,18,female,CaucAsian, school,0.360640197,19,yes,1,0,0,0,0,0.730366159,4
1357,18,male,CaucAsian,bachelor,11.14095172,24,no,3,0,0,0,1,0.682265165,4
1358,17,female,Asian,high school,15.74697697,12,no,4,1,1,0,0,3.023482483,1
1359,18,male,Asian,high school,10.82670765,0,no,3,0,1,1,0,3.729652301,0
1360,17,male,others, school,6.477911052,24,yes,0,0,0,0,0,0.841963225,4
1361,16,male,CaucAsian,bachelor,2.725011302,7,yes,2,0,0,0,0,2.584174279,2
1362,16,male,African American,high school,17.75126144,4,yes,3,1,0,0,0,3.372126043,1
1363,15,female,CaucAsian,bachelor,9.415247848,5,yes,1,0,0,0,0,3.060805402,1
1364,16,male,CaucAsian,bachelor,17.56230394,22,no,3,0,0,0,0,1.168052,4
1365,18,male,CaucAsian,bachelor,11.71704245,19,yes,2,0,0,0,0,1.349256122,4
1366,16,female,CaucAsian, school,13.48384233,29,yes,4,1,0,0,0,1.117964826,4
1367,17,male,CaucAsian,bachelor,16.08522309,13,no,3,1,0,1,0,2.578667734,2
1368,16,male,Asian,bachelor,13.18311089,21,no,3,0,1,0,0,1.625551955,4
1369,15,male,CaucAsian,none,7.961096814,22,no,3,0,0,0,1,0.934016396,4
1370,16,female,Asian,none,10.27266768,10,yes,1,0,1,0,1,2.70263834,2
1371,17,male,African American,high school,16.06091049,5,yes,1,1,0,0,0,2.964009263,2
1372,17,female,CaucAsian,none,7.473005927,10,yes,2,0,1,0,0,2.267458132,3
1373,18,male,CaucAsian,bachelor,7.762429135,12,yes,1,1,0,0,0,1.753623068,4
1374,16,male,CaucAsian,bachelor,1.913802321,11,yes,1,0,1,0,0,2.023234082,3
1375,17,female,African American,high school,18.2916887,21,yes,2,0,0,0,0,1.678012532,4
1376,15,male,CaucAsian, school,1.820726299,1,yes,3,0,1,1,0,3.659836405,0
1377,18,male,CaucAsian,high school,12.96418355,20,no,0,1,1,0,0,1.362744369,4
1378,15,female,CaucAsian,high school,8.263889576,2,no,1,1,0,0,0,2.813805768,2
1379,16,female,African American,high school,8.112387805,22,no,2,1,0,0,0,1.302711984,4
1380,16,female,others,high school,13.59103673,3,yes,2,0,1,0,1,3.383911479,1
1381,16,female,CaucAsian,high school,1.341874653,16,no,1,0,1,0,0,1.378751308,4
1382,18,female,Asian,bachelor,11.87411566,27,no,4,0,1,0,0,0.731486867,4
1383,17,male,African American,bachelor,15.44063572,27,no,2,0,1,0,0,0.400569479,4
1384,18,female,others,higher,16.56425516,21,no,2,0,1,1,0,1.729073167,4
1385,15,male,Asian,none,3.410607788,5,no,0,0,0,0,0,2.615653765,2
1386,18,male,African American,high school,17.948381,6,no,2,0,0,1,1,2.986942737,2
1387,15,male,African American,none,13.12292184,14,no,3,0,0,0,0,2.126988971,3
1388,18,female,Asian,bachelor,17.63709602,10,no,1,1,0,1,0,2.70811104,2
1389,17,female,CaucAsian,none,9.705614342,23,no,2,0,0,0,0,0.815777369,4
1390,15,male,CaucAsian, school,10.8406669,2,no,0,1,0,0,0,2.524423895,2
1391,16,female,CaucAsian,bachelor,18.38076554,29,no,4,0,0,0,0,0.908238604,4
1392,16,female,Asian,bachelor,17.99819087,5,no,0,1,0,0,0,3.055690207,1
1393,18,female,Asian,bachelor,8.963217467,25,no,3,0,0,0,1,0.837946898,4
1394,16,female,CaucAsian,high school,5.488252633,1,no,2,0,0,0,0,2.833576111,2
1395,15,male,African American,high school,7.863408691,28,yes,2,1,0,0,0,0.785213568,4
1396,16,male,CaucAsian,high school,7.755286571,13,no,3,0,0,0,1,1.885614785,4
1397,17,female,CaucAsian,bachelor,5.7373375,8,no,1,1,1,0,0,2.701230508,2
1398,17,male,others,high school,5.371592087,17,no,2,1,0,0,0,1.521915901,4
1399,18,female,CaucAsian,high school,17.22125873,18,no,2,0,1,0,0,1.879725987,4
1400,15,female,CaucAsian,higher,1.397238414,11,no,0,1,0,1,0,2.037348017,3
1401,17,male,African American,none,13.55222364,12,no,3,1,0,0,0,2.520673675,2
1402,17,male,Asian, school,3.456401029,25,no,0,0,0,0,0,0.136165908,4
1403,15,male,CaucAsian,bachelor,6.890117868,11,no,3,1,0,0,0,1.974655245,4
1404,16,female,African American,high school,1.230860683,11,no,2,1,0,1,0,2.194980372,3
1405,16,male,African American,high school,5.399472737,17,yes,1,0,0,1,0,1.717995924,4
1406,18,female,CaucAsian,high school,15.36842142,8,no,3,0,1,0,0,2.510328721,2
1407,16,male,CaucAsian,bachelor,17.70030649,16,yes,2,0,1,1,0,2.434950557,3
1408,15,male,African American,bachelor,4.430543038,20,no,2,1,1,0,0,1.355053462,4
1409,17,female,CaucAsian,bachelor,9.270956785,15,no,2,1,1,0,1,1.545255105,4
1410,16,female,others, school,9.406480959,16,no,1,1,0,0,1,1.619030513,4
1411,18,female,Asian,bachelor,17.47150612,20,yes,3,0,0,0,0,2.020741652,3
1412,16,female,others,high school,15.25598106,23,no,2,0,0,0,1,0.983576997,4
1413,15,female,CaucAsian,high school,10.26154437,7,no,1,1,0,0,1,2.062468267,3
1414,18,female,others, school,13.41494401,10,no,3,0,1,0,0,2.644194209,2
1415,16,female,CaucAsian,high school,16.94710108,23,no,0,1,1,0,0,1.347863829,4
1416,18,female,CaucAsian,none,0.190779081,1,yes,1,1,1,0,0,3.055253982,1
1417,15,male,CaucAsian,bachelor,8.057800621,7,no,2,0,1,0,0,2.513692715,2
1418,17,female,CaucAsian,bachelor,18.14486335,11,no,3,0,0,0,0,2.340371914,3
1419,15,female,African American, school,14.80626062,20,no,4,0,0,0,0,1.582093266,4
1420,15,male,CaucAsian,bachelor,10.85682749,0,no,3,1,0,1,0,3.565524163,0
1421,15,female,CaucAsian,none,10.59289054,22,no,2,1,1,0,0,1.60147255,4
1422,15,male,African American, school,6.955401952,12,no,3,1,1,0,0,2.637266429,2
1423,17,male,CaucAsian,high school,10.41041067,21,no,2,0,0,0,1,0.905209948,4
1424,17,female,African American,high school,13.10766399,20,yes,1,0,0,0,0,1.576756471,4
1425,18,male,CaucAsian,bachelor,8.367260769,16,no,4,1,0,1,0,1.785051808,4
1426,16,female,Asian,none,14.28306293,13,yes,1,0,0,0,0,1.880065093,4
1427,17,male,Asian,bachelor,17.22464455,13,no,2,1,1,0,0,2.555223105,2
1428,17,male,CaucAsian,high school,3.093696964,15,no,3,0,0,0,0,1.574306088,4
1429,16,male,CaucAsian,bachelor,9.030940456,16,no,3,0,0,1,0,1.813846622,4
1430,17,female,CaucAsian,high school,8.160401826,5,yes,0,0,0,0,0,2.584468263,2
1431,15,female,Asian,bachelor,13.74929608,25,no,0,0,1,0,1,0.529798609,4
1432,15,male,CaucAsian, school,4.997349305,27,no,2,1,0,0,0,0.714651286,4
1433,16,male,CaucAsian,high school,12.8050183,6,no,2,0,0,0,1,2.737474166,2
1434,18,female,CaucAsian,high school,17.54978483,25,yes,2,1,0,0,0,1.270529562,4
1435,18,female,CaucAsian,high school,8.362631996,25,no,2,0,0,0,0,0.750888043,4
1436,16,male,CaucAsian,high school,18.220314,0,no,4,0,0,0,0,3.752639353,0
1437,16,male,Asian,bachelor,19.86327478,24,no,1,0,1,1,0,1.162257801,4
1438,15,female,CaucAsian,bachelor,2.121840999,14,yes,2,0,1,0,0,1.871465901,4
1439,18,female,CaucAsian,high school,4.66106376,19,yes,2,0,0,0,0,1.074937389,4
1440,17,female,Asian,high school,19.00759503,20,no,1,1,0,0,0,1.312772414,4
1441,15,female,Asian,high school,19.16655373,17,no,1,0,1,0,0,1.702881675,4
1442,16,female,CaucAsian,bachelor,1.954145508,29,yes,4,0,0,0,0,0.540375157,4
1443,18,male,CaucAsian,high school,0.299970008,27,yes,3,0,0,0,0,0.341822388,4
1444,17,female,CaucAsian,higher,3.222000465,25,no,1,0,0,0,1,0.269720862,4
1445,17,male,others,bachelor,19.92025567,12,yes,3,0,0,0,0,2.504167767,2
1446,15,female,CaucAsian,high school,3.599992332,23,no,1,1,0,0,0,0.530358189,4
1447,18,male,others,bachelor,10.05095213,29,no,3,0,1,1,0,0.82010553,4
1448,18,female,African American, school,16.96835453,1,yes,0,0,1,0,0,3.408489771,1
1449,16,female,African American,bachelor,0.408032214,18,no,3,1,0,0,0,1.350329806,4
1450,18,male,CaucAsian,high school,12.08977965,14,yes,0,0,1,0,1,2.029736582,3
1451,18,male,CaucAsian,high school,5.540508977,11,no,2,0,0,1,0,1.774531103,4
1452,15,female,CaucAsian, school,17.24669833,14,no,3,0,0,1,0,1.991909949,4
1453,18,female,CaucAsian,bachelor,5.669222985,24,yes,1,0,0,1,0,0.754035723,4
1454,17,female,African American,bachelor,13.73511441,17,no,2,0,0,0,0,1.491382129,4
1455,15,female,others, school,13.48439265,13,no,0,1,1,0,0,2.157391833,3
1456,15,female,African American, school,4.429870977,5,yes,3,1,1,0,1,3.107348401,1
1457,16,male,Asian, school,0.695983997,11,no,2,1,1,0,0,1.999571861,4
1458,18,male,CaucAsian,none,8.184991476,19,no,2,0,0,0,1,1.363340948,4
1459,16,female,CaucAsian,bachelor,5.783863039,22,yes,4,1,0,0,0,1.306868039,4
1460,17,male,CaucAsian,bachelor,16.17955499,29,no,2,0,0,0,0,0.588555623,4
1461,15,male,African American,bachelor,16.00728377,29,yes,0,0,1,1,0,0.681956139,4
1462,15,male,others,bachelor,9.140479044,5,yes,3,0,0,0,0,2.818581824,2
1463,15,female,African American,high school,12.13024451,25,no,3,0,0,1,0,0.744692833,4
1464,17,male,CaucAsian,bachelor,12.08519032,29,no,4,1,0,0,1,0.725192946,4
1465,17,female,CaucAsian,bachelor,16.54316297,8,yes,1,1,0,0,0,2.92682044,2
1466,16,male,African American,none,8.500048282,29,no,2,1,1,0,0,0.552257573,4
1467,16,female,CaucAsian,bachelor,5.508933596,24,no,3,1,1,0,0,1.298729107,4
1468,16,male,Asian,high school,5.300698363,25,no,3,1,1,0,1,1.186737828,4
1469,18,female,Asian,high school,10.72384559,3,no,3,0,1,0,1,3.332788588,1
1470,15,female,African American,none,8.982964055,16,no,1,0,0,0,0,1.489067021,4
1471,15,male,CaucAsian,bachelor,8.80241542,1,yes,1,1,0,1,0,3.307378114,1
1472,16,female,CaucAsian,bachelor,1.822746782,15,yes,1,0,0,0,0,1.610940683,4
1473,15,female,CaucAsian,bachelor,14.37207481,23,no,4,1,1,0,0,2.057378501,3
1474,16,female,CaucAsian,bachelor,4.27473376,13,no,1,0,0,0,0,1.673711404,4
1475,18,female,CaucAsian, school,3.939072604,25,no,2,0,0,1,0,0.490630062,4
1476,18,female,African American,high school,8.255166406,7,no,2,0,0,0,1,2.231656972,3
1477,17,female,African American,high school,4.555566832,13,yes,2,1,0,1,0,2.259451154,3
1478,18,female,CaucAsian, school,11.67716535,1,yes,2,0,0,0,0,3.45446246,1
1479,16,female,CaucAsian,high school,7.429266787,15,yes,3,1,0,0,0,2.15861017,3
1480,18,male,CaucAsian,higher,8.978234452,3,no,2,0,1,0,0,2.747908443,2
1481,17,male,CaucAsian, school,10.74338643,0,no,1,1,0,0,1,3.32390296,1
1482,15,female,Asian,bachelor,4.07071045,22,no,2,0,0,0,0,0.909763533,4
1483,16,female,CaucAsian,higher,3.115032457,19,no,3,0,1,0,0,1.1678958,4
1484,15,male,CaucAsian,none,17.60843806,26,no,4,0,0,0,0,1.220417976,4
1485,17,male,CaucAsian,high school,8.674474057,13,yes,3,0,0,1,0,2.334525644,3
1486,17,male,Asian,bachelor,8.241872193,7,yes,3,0,0,0,0,2.844732262,2
1487,17,female,African American,high school,0.712243005,24,yes,2,1,0,0,0,0.972247738,4
1488,15,male,CaucAsian, school,9.959526052,27,yes,3,0,0,0,1,0.856397043,4
1489,15,female,African American,none,11.08339443,24,no,4,0,0,0,0,0.952675033,4
1490,15,female,Asian,bachelor,11.17681742,2,no,2,0,1,0,0,3.235302581,1
1491,15,male,others,bachelor,14.14062339,4,no,0,0,0,0,0,2.533432396,2
1492,17,female,CaucAsian,bachelor,3.5496367,5,no,4,0,0,0,0,2.772388537,2
1493,17,female,Asian,high school,5.044462685,21,no,3,0,0,0,0,0.946767905,4
1494,16,female,others,high school,16.2146093,25,yes,2,0,1,0,0,1.315464371,4
1495,16,female,others, school,18.94341234,7,no,4,0,1,1,0,3.318208029,1
1496,15,male,African American,high school,2.718654947,5,no,2,0,0,1,0,2.33110892,3
1497,18,male,African American, school,9.95299109,5,no,2,1,0,0,0,2.905973098,2
1498,18,female,CaucAsian,bachelor,4.283525055,3,no,3,0,1,1,0,3.344575198,1
1499,17,female,Asian,bachelor,1.201463367,6,no,1,0,0,0,0,2.168178925,3
1500,17,male,African American,bachelor,6.510066763,29,no,3,0,0,0,1,0.211194223,4
1501,17,female,African American,high school,2.873752504,29,no,1,0,0,0,0,0,4
1502,16,male,CaucAsian,bachelor,14.19866147,23,yes,1,0,0,0,0,0.893986013,4
1503,16,female,Asian, school,10.67450827,18,no,2,1,0,1,0,1.830793245,4
1504,17,female,Asian,bachelor,2.87668942,6,no,2,0,0,0,0,2.465117414,3
1505,17,male,CaucAsian,higher,0.184831768,2,no,1,1,0,0,0,2.650522344,2
1506,17,male,Asian,bachelor,16.16314098,7,yes,4,0,0,0,0,3.161961511,1
1507,18,male,African American,high school,3.523888123,0,no,2,1,0,0,0,2.905702974,2
1508,16,male,Asian,high school,12.12433284,0,yes,1,1,0,1,0,3.732684701,0
1509,18,female,CaucAsian,higher,6.738438262,13,yes,2,0,1,0,0,2.109686328,3
1510,18,male,CaucAsian,high school,11.70971877,5,yes,3,0,0,0,0,2.546634578,2
1511,17,female,others, school,6.31307254,9,no,2,0,0,0,1,2.115603969,3
1512,17,male,CaucAsian, school,1.738791214,24,no,1,1,0,0,0,0.48378939,4
1513,15,male,Asian,high school,4.459000171,27,no,1,0,0,0,0,0,4
1514,15,female,CaucAsian,none,3.76117133,13,no,2,0,0,0,0,1.811155481,4
1515,18,male,African American,bachelor,8.560387049,3,no,2,0,0,0,1,2.674162551,2
1516,16,male,CaucAsian,high school,13.16567567,5,yes,3,0,0,1,0,3.102745561,1
1517,17,male,African American,bachelor,5.276121499,15,yes,4,1,0,0,0,2.432896398,3
1518,17,male,CaucAsian,bachelor,0.241398706,27,no,1,1,1,1,0,0.591872336,4
